bid,mutK,status,mutOp,lno,debt_time,debt_nc
14,src.java.org.apache.commons.jxpath.ri.compiler.CoreFunction-20,non-latent,VOID_METHOD_CALLS,598,3914.088923611111,233.0
14,src.java.org.apache.commons.jxpath.ri.compiler.CoreFunction-121,non-latent,VOID_METHOD_CALLS,300,3914.088923611111,233.0
14,src.java.org.apache.commons.jxpath.ri.compiler.CoreFunction-130,non-latent,VOID_METHOD_CALLS,538,3914.088923611111,233.0
14,src.java.org.apache.commons.jxpath.ri.compiler.CoreFunction-27,non-latent,CONDITIONALS_BOUNDARY,438,3914.088923611111,233.0
14,src.java.org.apache.commons.jxpath.ri.compiler.CoreFunction-122,non-latent,VOID_METHOD_CALLS,672,3914.088923611111,233.0
14,src.java.org.apache.commons.jxpath.ri.compiler.CoreFunction-214,non-latent,VOID_METHOD_CALLS,464,3914.088923611111,233.0
14,src.java.org.apache.commons.jxpath.ri.compiler.CoreFunction-94,non-latent,VOID_METHOD_CALLS,417,3914.088923611111,233.0
14,src.java.org.apache.commons.jxpath.ri.compiler.CoreFunction-19,non-latent,NULL_RETURNS,262,3914.088923611111,233.0
14,src.java.org.apache.commons.jxpath.ri.compiler.CoreFunction-147,non-latent,MATH,498,3914.088923611111,233.0
14,src.java.org.apache.commons.jxpath.ri.compiler.CoreFunction-237,non-latent,VOID_METHOD_CALLS,612,3914.088923611111,233.0
14,src.java.org.apache.commons.jxpath.ri.compiler.CoreFunction-115,non-latent,VOID_METHOD_CALLS,605,3914.088923611111,233.0
14,src.java.org.apache.commons.jxpath.ri.compiler.CoreFunction-79,non-latent,NEGATE_CONDITIONALS,293,3914.088923611111,233.0
14,src.java.org.apache.commons.jxpath.ri.compiler.CoreFunction-0,non-latent,VOID_METHOD_CALLS,717,3914.088923611111,233.0
14,src.java.org.apache.commons.jxpath.ri.compiler.CoreFunction-127,non-latent,VOID_METHOD_CALLS,433,3914.088923611111,233.0
14,src.java.org.apache.commons.jxpath.ri.compiler.CoreFunction-22,non-latent,VOID_METHOD_CALLS,663,3914.088923611111,233.0
14,src.java.org.apache.commons.jxpath.ri.compiler.CoreFunction-135,non-latent,CONDITIONALS_BOUNDARY,515,3914.088923611111,233.0
14,src.java.org.apache.commons.jxpath.ri.compiler.CoreFunction-134,non-latent,CONDITIONALS_BOUNDARY,510,3914.088923611111,233.0
14,src.java.org.apache.commons.jxpath.ri.compiler.CoreFunction-222,non-latent,VOID_METHOD_CALLS,635,3914.088923611111,233.0
14,src.java.org.apache.commons.jxpath.ri.compiler.CoreFunction-136,non-latent,CONDITIONALS_BOUNDARY,519,3914.088923611111,233.0
14,src.java.org.apache.commons.jxpath.ri.compiler.CoreFunction-125,non-latent,VOID_METHOD_CALLS,450,3914.088923611111,233.0
14,src.java.org.apache.commons.jxpath.ri.compiler.CoreFunction-118,non-latent,VOID_METHOD_CALLS,630,3914.088923611111,233.0
14,src.java.org.apache.commons.jxpath.ri.compiler.CoreFunction-38,non-latent,VOID_METHOD_CALLS,305,3914.088923611111,233.0
14,src.java.org.apache.commons.jxpath.ri.compiler.CoreFunction-100,non-latent,VOID_METHOD_CALLS,382,3914.088923611111,233.0
14,src.java.org.apache.commons.jxpath.ri.compiler.CoreFunction-205,non-latent,VOID_METHOD_CALLS,475,3914.088923611111,233.0
14,src.java.org.apache.commons.jxpath.ri.compiler.CoreFunction-53,non-latent,NEGATE_CONDITIONALS,701,3914.088923611111,233.0
14,src.java.org.apache.commons.jxpath.ri.compiler.CoreFunction-138,non-latent,CONDITIONALS_BOUNDARY,526,3914.088923611111,233.0
14,src.java.org.apache.commons.jxpath.ri.compiler.CoreFunction-87,non-latent,VOID_METHOD_CALLS,400,3914.088923611111,233.0
14,src.java.org.apache.commons.jxpath.ri.compiler.CoreFunction-69,non-latent,VOID_METHOD_CALLS,342,3914.088923611111,233.0
14,src.java.org.apache.commons.jxpath.ri.compiler.CoreFunction-70,non-latent,VOID_METHOD_CALLS,350,3914.088923611111,233.0
14,src.java.org.apache.commons.jxpath.ri.compiler.CoreFunction-80,non-latent,VOID_METHOD_CALLS,282,3914.088923611111,233.0
14,src.java.org.apache.commons.jxpath.ri.compiler.CoreFunction-45,non-latent,VOID_METHOD_CALLS,654,3914.088923611111,233.0
14,src.java.org.apache.commons.jxpath.ri.compiler.CoreFunction-117,non-latent,VOID_METHOD_CALLS,622,3914.088923611111,233.0
14,src.java.org.apache.commons.jxpath.ri.compiler.CoreFunction-77,non-latent,VOID_METHOD_CALLS,332,3914.088923611111,233.0
14,src.java.org.apache.commons.jxpath.ri.compiler.CoreFunction-133,non-latent,CONDITIONALS_BOUNDARY,502,3914.088923611111,233.0
14,src.java.org.apache.commons.jxpath.ri.compiler.CoreFunction-132,non-latent,CONDITIONALS_BOUNDARY,498,3914.088923611111,233.0
14,src.java.org.apache.commons.jxpath.ri.compiler.CoreFunction-44,non-latent,VOID_METHOD_CALLS,617,3914.088923611111,233.0
14,src.java.org.apache.commons.jxpath.ri.compiler.CoreFunction-137,non-latent,CONDITIONALS_BOUNDARY,520,3914.088923611111,233.0
14,src.java.org.apache.commons.jxpath.ri.compiler.CoreFunction-107,non-latent,VOID_METHOD_CALLS,545,3914.088923611111,233.0
14,src.java.org.apache.commons.jxpath.ri.compiler.CoreFunction-52,discard,NEGATE_CONDITIONALS,682,160.38524305555555,60.0
14,src.java.org.apache.commons.jxpath.ri.compiler.CoreFunction-148,discard,NEGATE_CONDITIONALS,487,160.38524305555555,60.0
14,src.java.org.apache.commons.jxpath.ri.compiler.CoreFunction-227,discard,VOID_METHOD_CALLS,576,160.38524305555555,60.0
15,src.java.org.apache.commons.jxpath.ri.axes.UnionContext-0,non-latent,CONDITIONALS_BOUNDARY,44,3913.961516203704,229.0
16,src.java.org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer-98,non-latent,NEGATE_CONDITIONALS,725,3754.820486111111,186.0
16,src.java.org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer-154,non-latent,NULL_RETURNS,480,3754.820486111111,186.0
16,src.java.org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer-183,non-latent,NEGATE_CONDITIONALS,383,3754.820486111111,186.0
16,src.java.org.apache.commons.jxpath.ri.model.dom.DOMNodePointer-7,non-latent,NEGATE_CONDITIONALS,889,3754.820486111111,186.0
16,src.java.org.apache.commons.jxpath.ri.model.dom.DOMNodePointer-122,non-latent,EMPTY_RETURNS,297,3754.820486111111,186.0
16,src.java.org.apache.commons.jxpath.ri.model.dom.DOMNodePointer-135,non-latent,NEGATE_CONDITIONALS,791,3754.820486111111,186.0
16,src.java.org.apache.commons.jxpath.ri.model.dom.DOMNodePointer-114,non-latent,CONDITIONALS_BOUNDARY,767,3754.820486111111,186.0
16,src.java.org.apache.commons.jxpath.ri.model.dom.DOMNodePointer-134,non-latent,NEGATE_CONDITIONALS,788,3754.820486111111,186.0
16,src.java.org.apache.commons.jxpath.ri.model.dom.DOMNodePointer-136,non-latent,EMPTY_RETURNS,795,3754.820486111111,186.0
16,src.java.org.apache.commons.jxpath.ri.model.dom.DOMNodePointer-155,non-latent,NEGATE_CONDITIONALS,714,3754.820486111111,186.0
16,src.java.org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer-69,non-latent,EMPTY_RETURNS,128,3754.820486111111,186.0
16,src.java.org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer-76,non-latent,EMPTY_RETURNS,421,3754.820486111111,186.0
16,src.java.org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer-74,non-latent,NEGATE_CONDITIONALS,421,3754.820486111111,186.0
16,src.java.org.apache.commons.jxpath.ri.model.dom.DOMNodePointer-151,non-latent,CONDITIONALS_BOUNDARY,751,3754.820486111111,186.0
16,src.java.org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer-96,non-latent,CONDITIONALS_BOUNDARY,730,3754.820486111111,186.0
16,src.java.org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer-136,non-latent,FALSE_RETURNS,222,3754.820486111111,186.0
16,src.java.org.apache.commons.jxpath.ri.model.dom.DOMNodePointer-8,non-latent,NEGATE_CONDITIONALS,892,3754.820486111111,186.0
