bid,mutK,status,mutOp,lno,debt_time,debt_nc
1,src.main.java.org.apache.commons.lang3.math.NumberUtils-18,non-latent,CONDITIONALS_BOUNDARY,498,76.81314814814814,26.0
1,src.main.java.org.apache.commons.lang3.math.NumberUtils-393,non-latent,CONDITIONALS_BOUNDARY,1064,76.81314814814814,26.0
1,src.main.java.org.apache.commons.lang3.math.NumberUtils-176,non-latent,NEGATE_CONDITIONALS,642,76.81314814814814,26.0
1,src.main.java.org.apache.commons.lang3.math.NumberUtils-385,non-latent,CONDITIONALS_BOUNDARY,1037,76.81314814814814,26.0
1,src.main.java.org.apache.commons.lang3.math.NumberUtils-407,non-latent,CONDITIONALS_BOUNDARY,941,76.81314814814814,26.0
1,src.main.java.org.apache.commons.lang3.math.NumberUtils-370,non-latent,CONDITIONALS_BOUNDARY,1203,76.81314814814814,26.0
1,src.main.java.org.apache.commons.lang3.math.NumberUtils-361,non-latent,CONDITIONALS_BOUNDARY,1257,76.81314814814814,26.0
1,src.main.java.org.apache.commons.lang3.math.NumberUtils-467,non-latent,CONDITIONALS_BOUNDARY,793,76.81314814814814,26.0
1,src.main.java.org.apache.commons.lang3.math.NumberUtils-371,non-latent,CONDITIONALS_BOUNDARY,1206,76.81314814814814,26.0
1,src.main.java.org.apache.commons.lang3.math.NumberUtils-420,non-latent,CONDITIONALS_BOUNDARY,1154,76.81314814814814,26.0
1,src.main.java.org.apache.commons.lang3.math.NumberUtils-37,non-latent,MATH,579,76.81314814814814,26.0
1,src.main.java.org.apache.commons.lang3.math.NumberUtils-483,non-latent,PRIMITIVE_RETURNS,223,76.81314814814814,26.0
1,src.main.java.org.apache.commons.lang3.math.NumberUtils-481,non-latent,PRIMITIVE_RETURNS,325,76.81314814814814,26.0
1,src.main.java.org.apache.commons.lang3.math.NumberUtils-212,non-latent,CONDITIONALS_BOUNDARY,1367,76.81314814814814,26.0
1,src.main.java.org.apache.commons.lang3.math.NumberUtils-427,non-latent,CONDITIONALS_BOUNDARY,1097,76.81314814814814,26.0
1,src.main.java.org.apache.commons.lang3.math.NumberUtils-413,non-latent,CONDITIONALS_BOUNDARY,987,76.81314814814814,26.0
1,src.main.java.org.apache.commons.lang3.math.NumberUtils-36,non-latent,MATH,520,76.81314814814814,26.0
1,src.main.java.org.apache.commons.lang3.math.NumberUtils-366,non-latent,CONDITIONALS_BOUNDARY,1221,76.81314814814814,26.0
1,src.main.java.org.apache.commons.lang3.math.NumberUtils-423,non-latent,CONDITIONALS_BOUNDARY,1115,76.81314814814814,26.0
1,src.main.java.org.apache.commons.lang3.math.NumberUtils-375,non-latent,CONDITIONALS_BOUNDARY,1242,76.81314814814814,26.0
1,src.main.java.org.apache.commons.lang3.math.NumberUtils-451,non-latent,CONDITIONALS_BOUNDARY,916,76.81314814814814,26.0
1,src.main.java.org.apache.commons.lang3.math.NumberUtils-442,non-latent,CONDITIONALS_BOUNDARY,889,76.81314814814814,26.0
1,src.main.java.org.apache.commons.lang3.math.NumberUtils-214,non-latent,CONDITIONALS_BOUNDARY,1400,76.81314814814814,26.0
1,src.main.java.org.apache.commons.lang3.math.NumberUtils-435,non-latent,CONDITIONALS_BOUNDARY,862,76.81314814814814,26.0
