bid,mutK,final_chg_state,sc_cnt,rc_cnt,nc_cnt
1,src.main.java.org.jsoup.nodes.Document-0,nc,0,0,22
1,src.main.java.org.jsoup.nodes.Document-1,nc,0,0,1
1,src.main.java.org.jsoup.nodes.Document-2,nc,0,0,1
1,src.main.java.org.jsoup.nodes.Document-3,nc,0,0,1
1,src.main.java.org.jsoup.nodes.Document-13,nc,0,0,22
1,src.main.java.org.jsoup.nodes.Document-14,nc,0,0,22
2,src.main.java.org.jsoup.parser.Parser-0,nc,0,0,12
2,src.main.java.org.jsoup.parser.Parser-1,nc,0,0,12
2,src.main.java.org.jsoup.parser.Parser-4,nc,0,0,12
2,src.main.java.org.jsoup.parser.Parser-5,nc,0,0,12
2,src.main.java.org.jsoup.parser.Parser-35,nc,0,0,5
2,src.main.java.org.jsoup.parser.Parser-48,nc,0,0,1
2,src.main.java.org.jsoup.parser.Parser-49,nc,0,0,12
2,src.main.java.org.jsoup.parser.Parser-50,nc,0,0,12
2,src.main.java.org.jsoup.parser.Parser-62,nc,0,0,12
3,src.main.java.org.jsoup.parser.Tag-15,nc,0,0,22
3,src.main.java.org.jsoup.parser.Tag-57,nc,0,0,11
3,src.main.java.org.jsoup.parser.Tag-94,nc,0,0,44
3,src.main.java.org.jsoup.parser.Tag-95,nc,0,0,44
3,src.main.java.org.jsoup.parser.Tag-96,nc,0,0,44
3,src.main.java.org.jsoup.parser.Tag-97,nc,0,0,44
3,src.main.java.org.jsoup.parser.Tag-98,nc,0,0,44
3,src.main.java.org.jsoup.parser.Tag-99,nc,0,0,44
3,src.main.java.org.jsoup.parser.Tag-100,nc,0,0,44
3,src.main.java.org.jsoup.parser.Tag-101,nc,0,0,44
3,src.main.java.org.jsoup.parser.Tag-102,nc,0,0,44
3,src.main.java.org.jsoup.parser.Tag-103,nc,0,0,44
3,src.main.java.org.jsoup.parser.Tag-104,nc,0,0,22
3,src.main.java.org.jsoup.parser.Tag-110,nc,0,0,22
3,src.main.java.org.jsoup.parser.Tag-291,nc,0,0,22
3,src.main.java.org.jsoup.parser.Tag-320,nc,0,0,22
3,src.main.java.org.jsoup.parser.Tag-335,nc,0,0,22
3,src.main.java.org.jsoup.parser.Tag-354,nc,0,0,22
3,src.main.java.org.jsoup.nodes.Element-0,nc,0,0,56
3,src.main.java.org.jsoup.nodes.Element-2,nc,0,0,56
3,src.main.java.org.jsoup.nodes.Element-3,nc,0,0,56
3,src.main.java.org.jsoup.nodes.Element-4,nc,0,0,56
3,src.main.java.org.jsoup.nodes.Element-5,nc,0,0,56
3,src.main.java.org.jsoup.nodes.Element-6,nc,0,0,56
3,src.main.java.org.jsoup.nodes.Element-7,nc,0,0,56
3,src.main.java.org.jsoup.nodes.Element-8,nc,0,0,56
3,src.main.java.org.jsoup.nodes.Element-12,nc,0,0,56
3,src.main.java.org.jsoup.nodes.Element-13,nc,0,0,56
3,src.main.java.org.jsoup.nodes.Element-21,nc,0,0,56
3,src.main.java.org.jsoup.nodes.Element-32,nc,0,0,56
3,src.main.java.org.jsoup.nodes.Element-42,nc,0,0,56
